date,time,open,high,low,close,volume
2015-01-20,1421798400,0.01748,0.0175,0.01523,0.01523,0
2015-01-21,1421884800,0.01523,0.0175,0.01523,0.01602,0
2015-01-22,1421971200,0.01602,0.017,0.016,0.016,0
2015-01-23,1422057600,0.016,0.01739,0.015,0.01739,0
2015-01-24,1422144000,0.01739,0.01739,0.0156,0.017,0
2015-01-25,1422230400,0.017,0.0175,0.01469,0.01469,0
2015-01-26,1422316800,0.01469,0.017,0.01469,0.0155,0
2015-01-27,1422403200,0.0155,0.0167,0.0131,0.015,0
2015-01-28,1422489600,0.015,0.015,0.0131,0.0135,0
2015-01-29,1422576000,0.0135,0.015,0.0135,0.015,16.76
2015-01-30,1422662400,0.015,0.015,0.0135,0.01499,17.63
2015-01-31,1422748800,0.01499,0.01499,0.01351,0.01352,1.43
2015-02-01,1422835200,0.015,0.015,0.01327,0.01327,0
2015-02-02,1422921600,0.01327,0.015,0.01327,0.0148,0
2015-02-03,1423008000,0.0148,0.0148,0.014,0.014,0
2015-02-04,1423094400,0.014,0.01573,0.013,0.01573,0
2015-02-05,1423180800,0.01573,0.01695,0.014,0.0155,5.24
2015-02-06,1423267200,0.0155,0.0155,0.01401,0.01468,3.26
2015-02-07,1423353600,0.01468,0.01506,0.01428,0.01428,0
2015-02-08,1423440000,0.01428,0.01467,0.0135,0.0135,0
2015-02-09,1423526400,0.0135,0.01467,0.011,0.01464,0
2015-02-10,1423612800,0.01464,0.01464,0.011,0.01462,0
2015-02-11,1423699200,0.01462,0.01463,0.01101,0.0143,0
2015-02-12,1423785600,0.0143,0.01472,0.01201,0.01445,0
2015-02-13,1423872000,0.01445,0.01508,0.012,0.012,0
2015-02-14,1423958400,0.012,0.012,0.012,0.012,0
2015-02-15,1424044800,0.01509,0.01509,0.012,0.01508,0
2015-02-16,1424131200,0.01508,0.01508,0.01202,0.01301,0
2015-02-17,1424217600,0.01301,0.01499,0.01301,0.01499,0
2015-02-18,1424304000,0.01499,0.01499,0.01307,0.01307,0
2015-02-19,1424390400,0.01307,0.01498,0.01307,0.01307,0.007334
2015-02-20,1424476800,0.01307,0.0141,0.01307,0.01307,0.02721
2015-02-21,1424563200,0.01307,0.01403,0.01307,0.01307,0
2015-02-22,1424649600,0.01307,0.01403,0.01307,0.01403,0
2015-02-23,1424736000,0.01403,0.01403,0.01307,0.01343,0
2015-02-24,1424822400,0.01343,0.014,0.01307,0.014,0
2015-02-25,1424908800,0.014,0.014,0.0116,0.013,0.09999
2015-02-26,1424995200,0.013,0.01398,0.0116,0.01206,0
2015-02-27,1425081600,0.01206,0.0132,0.0116,0.01178,0
2015-02-28,1425168000,0.01178,0.01348,0.011,0.01101,0.003272
2015-03-01,1425254400,0.01101,0.01208,0.006611,0.006611,0
2015-03-02,1425340800,0.006611,0.01205,0.006611,0.008505,503.22
2015-03-03,1425427200,0.008505,0.012,0.008426,0.012,3.5
2015-03-04,1425513600,0.012,0.012,0.009331,0.012,51.95
2015-03-05,1425600000,0.012,0.012,0.009231,0.0104,0.057
2015-03-06,1425686400,0.0104,0.012,0.0103,0.0103,0
2015-03-07,1425772800,0.0103,0.01103,0.009763,0.009777,0
2015-03-08,1425859200,0.009819,0.01098,0.009804,0.009806,0
2015-03-09,1425945600,0.009806,0.01097,0.008827,0.009536,0
2015-03-10,1426032000,0.009536,0.01093,0.0077,0.0077,2
2015-03-11,1426118400,0.0077,0.01088,0.0077,0.01082,0
2015-03-12,1426204800,0.01082,0.01082,0.008203,0.01071,0.002
2015-03-13,1426291200,0.01071,0.01197,0.01015,0.01112,122.98
2015-03-14,1426377600,0.01112,0.01167,0.01016,0.0106,0
2015-03-15,1426464000,0.0106,0.01118,0.01016,0.01054,0
2015-03-16,1426550400,0.01054,0.01118,0.01053,0.01053,0.003867
2015-03-17,1426636800,0.01053,0.01496,0.01016,0.01024,0
2015-03-18,1426723200,0.01024,0.01098,0.0079,0.01093,0
2015-03-19,1426809600,0.01093,0.01093,0.0075,0.007515,0
2015-03-20,1426896000,0.007515,0.01019,0.0075,0.01011,0
2015-03-21,1426982400,0.01011,0.0102,0.0094,0.01004,0
2015-03-22,1427068800,0.01004,0.0102,0.009728,0.009728,0
2015-03-23,1427155200,0.009728,0.009949,0.009001,0.009942,0
2015-03-24,1427241600,0.009942,0.009942,0.008002,0.0092,0
2015-03-25,1427328000,0.0092,0.009296,0.0085,0.0085,0
2015-03-26,1427414400,0.0085,0.008799,0.0085,0.00875,0
2015-03-27,1427500800,0.00875,0.00895,0.00865,0.00895,0
2015-03-28,1427587200,0.00895,0.00895,0.0083,0.00835,0.002033
2015-03-29,1427673600,0.008102,0.008497,0.008102,0.008199,0
2015-03-30,1427760000,0.008199,0.0085,0.0075,0.007738,0.0004657
2015-03-31,1427846400,0.007738,0.007984,0.007509,0.0079,0.000397
2015-04-01,1427932800,0.0079,0.008499,0.007609,0.00785,0
2015-04-02,1428019200,0.00785,0.009278,0.00785,0.008925,0
2015-04-03,1428105600,0.008925,0.009938,0.00846,0.009368,0.003618
2015-04-04,1428192000,0.009368,0.00946,0.0087,0.008839,0
2015-04-05,1428278400,0.008839,0.009359,0.008453,0.008783,0
2015-04-06,1428364800,0.008783,0.009359,0.008716,0.0091,0
2015-04-07,1428451200,0.0091,0.009371,0.008786,0.00918,0.05457
2015-04-08,1428537600,0.00918,0.0098,0.007935,0.009195,0.2619
2015-04-09,1428624000,0.009195,0.009199,0.008923,0.00918,0
2015-04-10,1428710400,0.00918,0.00918,0.008,0.008,0
2015-04-11,1428796800,0.008,0.009137,0.008,0.008,0
2015-04-12,1428883200,0.008,0.0084,0.008,0.008271,0
2015-04-13,1428969600,0.008271,0.008271,0.008271,0.008271,0
2015-04-14,1429056000,0.008271,0.008271,0.008271,0.008271,0
2015-04-15,1429142400,0.008271,0.008271,0.008271,0.008271,0
2015-04-16,1429228800,0.008271,0.008271,0.008271,0.008271,0
2015-04-17,1429315200,0.008271,0.008271,0.008271,0.008271,0
2015-04-18,1429401600,0.008271,0.008271,0.008271,0.008271,0
2015-04-19,1429488000,0.0115,0.0115,0.003565,0.003565,1.08
2015-04-20,1429574400,0.003565,0.003565,0.003565,0.003565,0
2015-04-21,1429660800,0.004,0.0114,0.003565,0.004,10.71
2015-04-22,1429747200,0.0082,0.008274,0.0082,0.008274,0
2015-04-23,1429833600,0.008274,0.008496,0.008,0.00802,0.001337
2015-04-24,1429920000,0.00802,0.008191,0.00802,0.008021,0
2015-04-25,1430006400,0.008021,0.008082,0.00778,0.007781,0
2015-04-26,1430092800,0.007781,0.008056,0.00778,0.008055,0.04371
2015-04-27,1430179200,0.008055,0.008055,0.007698,0.007699,0.007995
2015-04-28,1430265600,0.007699,0.008056,0.007624,0.007635,0.03824
2015-04-29,1430352000,0.007635,0.0085,0.007635,0.0085,0.03001
2015-04-30,1430438400,0.0085,0.0085,0.0078,0.008499,0.005995
2015-05-01,1430524800,0.008499,0.0085,0.008008,0.008441,0.02518
2015-05-02,1430611200,0.008441,0.008441,0.007803,0.007803,0.006192
2015-05-03,1430697600,0.007803,0.0085,0.007803,0.008165,0.002779
2015-05-04,1430784000,0.008165,0.008493,0.0078,0.0078,0.007488
2015-05-05,1430870400,0.007795,0.0079,0.00772,0.00772,0
2015-05-06,1430956800,0.00772,0.008,0.00666,0.007799,0
2015-05-07,1431043200,0.007799,0.0078,0.00666,0.00666,0
2015-05-08,1431129600,0.00666,0.0078,0.00666,0.0078,0
2015-05-09,1431216000,0.0078,0.0078,0.00666,0.00666,0
2015-05-10,1431302400,0.00666,0.00666,0.00666,0.00666,0
2015-05-11,1431388800,0.007499,0.007499,0.00666,0.007499,4.01
2015-05-12,1431475200,0.007499,0.0075,0.00666,0.00666,0
2015-05-13,1431561600,0.00666,0.007496,0.00666,0.007478,0.0108
2015-05-14,1431648000,0.007478,0.007498,0.006481,0.006484,0
2015-05-15,1431734400,0.006484,0.00719,0.006484,0.006485,6.13
2015-05-16,1431820800,0.006485,0.006485,0.006481,0.006481,0.1373
2015-05-17,1431907200,0.006481,0.006481,0.006116,0.006116,0.08675
2015-05-18,1431993600,0.006116,0.007098,0.0046,0.0046,0
2015-05-19,1432080000,0.0046,0.007096,0.0046,0.005006,0
2015-05-20,1432166400,0.005006,0.005006,0.005002,0.005002,0
2015-05-21,1432252800,0.005002,0.007096,0.005002,0.005002,0
2015-05-22,1432339200,0.007096,0.0071,0.007096,0.007096,0
2015-05-23,1432425600,0.007096,0.007482,0.005002,0.005003,0
2015-05-24,1432512000,0.005003,0.00747,0.005002,0.00747,0.01082
2015-05-25,1432598400,0.007248,0.007248,0.007238,0.007238,1.87
2015-05-26,1432684800,0.007238,0.01498,0.005522,0.01498,15.47
2015-05-27,1432771200,0.01498,0.01498,0.005526,0.005526,0
2015-05-28,1432857600,0.005526,0.01412,0.005526,0.01412,28.15
2015-05-29,1432944000,0.01412,0.01412,0.0081,0.0081,0
2015-05-30,1433030400,0.0081,0.009,0.0081,0.009,31.15
2015-05-31,1433116800,0.009,0.009,0.0056,0.0056,12.7
2015-06-01,1433203200,0.0078,0.008576,0.0075,0.00857,13.45
2015-06-02,1433289600,0.0056,0.005606,0.0056,0.005606,137.57
2015-06-03,1433376000,0.0085,0.008919,0.008,0.008919,5.58
2015-06-04,1433462400,0.008919,0.008919,0.005614,0.008919,1.24
2015-06-05,1433548800,0.008919,0.008919,0.008919,0.008919,0
2015-06-06,1433635200,0.008919,0.008919,0.008919,0.008919,0
2015-06-07,1433721600,0.008919,0.008919,0.0056,0.008917,0
2015-06-08,1433808000,0.005552,0.008916,0.005552,0.008068,0
2015-06-09,1433894400,0.008068,0.008908,0.0079,0.008068,0
2015-06-10,1433980800,0.008068,0.00891,0.008068,0.008068,0
2015-06-11,1434067200,0.008068,0.00891,0.005557,0.008,0
2015-06-12,1434153600,0.008,0.008909,0.005561,0.0079,11.7
2015-06-13,1434240000,0.008,0.008907,0.008,0.008,0
2015-06-14,1434326400,0.008,0.0084,0.008,0.0084,39.03
2015-06-15,1434412800,0.0084,0.01497,0.0084,0.01497,0.02619
2015-06-16,1434499200,0.01497,0.01497,0.0097,0.0098,2.49
2015-06-17,1434585600,0.0098,0.01497,0.0097,0.01497,0
2015-06-18,1434672000,0.01139,0.01139,0.01139,0.01139,24.95
2015-06-19,1434758400,0.0145,0.0145,0.0141,0.0141,0
2015-06-20,1434844800,0.0141,0.01497,0.01,0.01,8.79
2015-06-21,1434931200,0.01,0.01025,0.01,0.01025,6.29
2015-06-22,1435017600,0.01025,0.01025,0.01,0.01025,0
2015-06-23,1435104000,0.01025,0.0115,0.01025,0.0115,4.09
2015-06-24,1435190400,0.0115,0.0115,0.0115,0.0115,28.11
2015-06-25,1435276800,0.0115,0.0122,0.0115,0.0122,30.97
2015-06-26,1435363200,0.0105,0.01497,0.0105,0.011,42.87
2015-06-27,1435449600,0.011,0.0118,0.011,0.0118,0
2015-06-28,1435536000,0.0118,0.0118,0.01145,0.01146,0
2015-06-29,1435622400,0.01146,0.01168,0.0084,0.011,0
2015-06-30,1435708800,0.011,0.01135,0.011,0.01135,1.87
2015-07-01,1435795200,0.01135,0.01135,0.008422,0.01135,0
2015-07-02,1435881600,0.01135,0.01497,0.0095,0.011,0
2015-07-03,1435968000,0.011,0.01496,0.0107,0.0109,0
2015-07-04,1436054400,0.0109,0.0109,0.008801,0.00885,0.06413
2015-07-05,1436140800,0.00885,0.01025,0.00885,0.01025,10.23
2015-07-06,1436227200,0.01025,0.01025,0.0088,0.0092,0.06232
2015-07-07,1436313600,0.0092,0.0097,0.0092,0.0097,44.78
2015-07-08,1436400000,0.0097,0.0097,0.0084,0.0084,17.37
2015-07-09,1436486400,0.0084,0.0097,0.005561,0.008977,0
2015-07-10,1436572800,0.008977,0.008977,0.00825,0.00825,0
2015-07-11,1436659200,0.00825,0.008977,0.00825,0.008251,9.3
2015-07-12,1436745600,0.008251,0.0088,0.0081,0.0081,0
2015-07-13,1436832000,0.0081,0.0088,0.0079,0.0088,0
2015-07-14,1436918400,0.0088,0.0088,0.0088,0.0088,0
2015-07-15,1437004800,0.0088,0.0088,0.0079,0.0079,0
2015-07-16,1437091200,0.0079,0.0079,0.0079,0.0079,0
2015-07-17,1437177600,0.0079,0.0086,0.0079,0.008,0
2015-07-18,1437264000,0.008,0.008,0.0079,0.0079,0
2015-07-19,1437350400,0.0079,0.008493,0.0079,0.008444,0
2015-07-20,1437436800,0.008444,0.008444,0.0071,0.008438,0
2015-07-21,1437523200,0.008438,0.008438,0.0082,0.0082,0.003404
2015-07-22,1437609600,0.0076,0.0076,0.0076,0.0076,0.005918
2015-07-23,1437696000,0.0076,0.0078,0.0075,0.0075,0
2015-07-24,1437782400,0.0075,0.0082,0.0075,0.0077,0
2015-07-25,1437868800,0.0077,0.0083,0.0076,0.0083,0
2015-07-26,1437955200,0.0083,0.0086,0.0079,0.0079,0
2015-07-27,1438041600,0.0079,0.0088,0.0079,0.00875,0
2015-07-28,1438128000,0.00875,0.00875,0.00875,0.00875,0
2015-07-29,1438214400,0.00875,0.00875,0.0087,0.0087,0
2015-07-30,1438300800,0.00801,0.0086,0.00801,0.0086,0.0003282
2015-07-31,1438387200,0.0086,0.0086,0.00841,0.00841,0
2015-08-01,1438473600,0.00841,0.0085,0.00801,0.0085,0
2015-08-02,1438560000,0.0085,0.0085,0.0085,0.0085,0
2015-08-03,1438646400,0.0085,0.0086,0.0082,0.0082,0
2015-08-04,1438732800,0.0082,0.0086,0.0082,0.0086,9.25
2015-08-05,1438819200,0.00801,0.00801,0.00801,0.00801,0
2015-08-06,1438905600,0.00801,0.008013,0.00801,0.008013,0
2015-08-07,1438992000,0.008013,0.0093,0.008013,0.009,0
2015-08-08,1439078400,0.009,0.0091,0.0086,0.0087,0
2015-08-09,1439164800,0.0087,0.00918,0.0087,0.00918,1.54
2015-08-10,1439251200,0.00918,0.00918,0.0085,0.0085,0
2015-08-11,1439337600,0.0085,0.0085,0.00801,0.00801,0
2015-08-12,1439424000,0.0085,0.0085,0.0085,0.0085,0
2015-08-13,1439510400,0.0085,0.0085,0.00801,0.00801,0
2015-08-14,1439596800,0.00801,0.00801,0.00801,0.00801,0
2015-08-15,1439683200,0.00801,0.008999,0.00801,0.008999,0
2015-08-16,1439769600,0.008999,0.008999,0.00825,0.0085,0
2015-08-17,1439856000,0.0085,0.00875,0.0085,0.00875,2.89
2015-08-18,1439942400,0.00875,0.00875,0.007778,0.007778,0
